Country,Subregion,Region
,,,,,,,,,,Haiti,Latin America and the Caribbean,Americas
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Poland,Eastern Europe,Europe
,,,,,,,,,,Viet Nam,South-eastern Asia,Asia
,,,,,,,,,,Tajikistan,Central Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Russian Federation,Eastern Europe,Europe
,,,,,,,,,,Belgium,Western Europe,Europe
,,,,,,,,,,Germany,Western Europe,Europe
,,,,,,,,,,France,Western Europe,Europe
,,,,,,,,,,Bulgaria,Eastern Europe,Europe
,,,,,,,,,,Nigeria,Sub-Saharan Africa,Africa
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Russian Federation,Eastern Europe,Europe
,,,,,,,,,,Guinea,Sub-Saharan Africa,Africa
,,,,,,,,,,Libya,Northern Africa,Africa
,,,,,,,,,,Haiti,Latin America and the Caribbean,Americas
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,Malaysia,South-eastern Asia,Asia
,,,,,,,,,,Malaysia,South-eastern Asia,Asia
,,,,,,,,,,Egypt,Northern Africa,Africa
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Viet Nam,South-eastern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Germany,Western Europe,Europe
,,,,,,,,,,Italy,Southern Europe,Europe
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,Sudan,Northern Africa,Africa
,,,,,,,,,,Guatemala,Latin America and the Caribbean,Americas
,,,,,,,,,,Mexico,Latin America and the Caribbean,Americas
,,,,,,,,,,South Sudan,Sub-Saharan Africa,Africa
,,,,,,,,,,Japan,Eastern Asia,Asia
,,,,,,,,,,Côte d’Ivoire,Sub-Saharan Africa,Africa
,,,,,,,,,,Morocco,Northern Africa,Africa
,,,,,,,,,,Malaysia,South-eastern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Taiwan (Province of China),Eastern Asia,Asia
,,,,,,,,,,Bangladesh,Southern Asia,Asia
,,,,,,,,,,Brazil,Latin America and the Caribbean,Americas
,,,,,,,,,,Nepal,Southern Asia,Asia
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Italy,Southern Europe,Europe
,,,,,,,,,,Mali,Sub-Saharan Africa,Africa
,,,,,,,,,,Malaysia,South-eastern Asia,Asia
,,,,,,,,,,Egypt,Northern Africa,Africa
,,,,,,,,,,Taiwan (Province of China),Eastern Asia,Asia
,,,,,,,,,,Comoros,Sub-Saharan Africa,Africa
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Cambodia,South-eastern Asia,Asia
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Sudan,Northern Africa,Africa
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Nepal,Southern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Japan,Eastern Asia,Asia
,,,,,,,,,,Nepal,Southern Asia,Asia
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,Nigeria,Sub-Saharan Africa,Africa
,,,,,,,,,,Libya,Northern Africa,Africa
,,,,,,,,,,Panama,Latin America and the Caribbean,Americas
,,,,,,,,,,Egypt,Northern Africa,Africa
,,,,,,,,,,Bulgaria,Eastern Europe,Europe
,,,,,,,,,,Romania,Eastern Europe,Europe
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Ghana,Sub-Saharan Africa,Africa
,,,,,,,,,,Togo,Sub-Saharan Africa,Africa
,,,,,,,,,,Central African Republic,Sub-Saharan Africa,Africa
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Egypt,Northern Africa,Africa
,,,,,,,,,,Iran (Islamic Republic of),Southern Asia,Asia
,,,,,,,,,,Ecuador,Latin America and the Caribbean,Americas
,,,,,,,,,,Niger,Sub-Saharan Africa,Africa
,,,,,,,,,,Bangladesh,Southern Asia,Asia
,,,,,,,,,,Argentina,Latin America and the Caribbean,Americas
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Peru,Latin America and the Caribbean,Americas
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Nepal,Southern Asia,Asia
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,Algeria,Northern Africa,Africa
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Taiwan (Province of China),Eastern Asia,Asia
,,,,,,,,,,Türkiye,Western Asia,Asia
,,,,,,,,,,Libya,Northern Africa,Africa
,,,,,,,,,,Guinea,Sub-Saharan Africa,Africa
,,,,,,,,,,Bangladesh,Southern Asia,Asia
,,,,,,,,,,Bosnia and Herzegovina,Southern Europe,Europe
,,,,,,,,,,Serbia,Southern Europe,Europe
,,,,,,,,,,Peru,Latin America and the Caribbean,Americas
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Iran (Islamic Republic of),Southern Asia,Asia
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,South Africa,Sub-Saharan Africa,Africa
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Japan,Eastern Asia,Asia
,,,,,,,,,,Republic of Korea,Eastern Asia,Asia
,,,,,,,,,,Japan,Eastern Asia,Asia
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Canada,Northern America,Americas
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Republic of Korea,Eastern Asia,Asia
,,,,,,,,,,Mexico,Latin America and the Caribbean,Americas
,,,,,,,,,,Hungary,Eastern Europe,Europe
,,,,,,,,,,Guinea-Bissau,Sub-Saharan Africa,Africa
,,,,,,,,,,Brazil,Latin America and the Caribbean,Americas
,,,,,,,,,,Bosnia and Herzegovina,Southern Europe,Europe
,,,,,,,,,,Croatia,Southern Europe,Europe
,,,,,,,,,,Serbia,Southern Europe,Europe
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Taiwan (Province of China),Eastern Asia,Asia
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Mexico,Latin America and the Caribbean,Americas
,,,,,,,,,,Peru,Latin America and the Caribbean,Americas
,,,,,,,,,,South Sudan,Sub-Saharan Africa,Africa
,,,,,,,,,,Japan,Eastern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Algeria,Northern Africa,Africa
,,,,,,,,,,Türkiye,Western Asia,Asia
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,South Africa,Sub-Saharan Africa,Africa
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Thailand,South-eastern Asia,Asia
,,,,,,,,,,Haiti,Latin America and the Caribbean,Americas
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,Central African Republic,Sub-Saharan Africa,Africa
,,,,,,,,,,Peru,Latin America and the Caribbean,Americas
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Slovenia,Southern Europe,Europe
,,,,,,,,,,Nigeria,Sub-Saharan Africa,Africa
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,Brazil,Latin America and the Caribbean,Americas
,,,,,,,,,,Bulgaria,Eastern Europe,Europe
,,,,,,,,,,Georgia,Western Asia,Asia
,,,,,,,,,,Libya,Northern Africa,Africa
,,,,,,,,,,Central African Republic,Sub-Saharan Africa,Africa
,,,,,,,,,,Bulgaria,Eastern Europe,Europe
,,,,,,,,,,Central African Republic,Sub-Saharan Africa,Africa
,,,,,,,,,,Sudan,Northern Africa,Africa
,,,,,,,,,,Cameroon,Sub-Saharan Africa,Africa
,,,,,,,,,,Libya,Northern Africa,Africa
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Panama,Latin America and the Caribbean,Americas
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,Italy,Southern Europe,Europe
,,,,,,,,,,Greece,Southern Europe,Europe
,,,,,,,,,,Germany,Western Europe,Europe
,,,,,,,,,,Mexico,Latin America and the Caribbean,Americas
,,,,,,,,,,Mexico,Latin America and the Caribbean,Americas
,,,,,,,,,,France,Western Europe,Europe
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Viet Nam,South-eastern Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Angola,Sub-Saharan Africa,Africa
,,,,,,,,,,Guinea,Sub-Saharan Africa,Africa
,,,,,,,,,,Japan,Eastern Asia,Asia
,,,,,,,,,,Japan,Eastern Asia,Asia
,,,,,,,,,,Egypt,Northern Africa,Africa
,,,,,,,,,,Haiti,Latin America and the Caribbean,Americas
,,,,,,,,,,Cameroon,Sub-Saharan Africa,Africa
,,,,,,,,,,Cameroon,Sub-Saharan Africa,Africa
,,,,,,,,,,Sri Lanka,Southern Asia,Asia
,,,,,,,,,,Bulgaria,Eastern Europe,Europe
,,,,,,,,,,Papua New Guinea,Melanesia,Oceania
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Papua New Guinea,Melanesia,Oceania
,,,,,,,,,,Lao People's Democratic Republic,South-eastern Asia,Asia
,,,,,,,,,,Myanmar,South-eastern Asia,Asia
,,,,,,,,,,Myanmar,South-eastern Asia,Asia
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Republic of Korea,Eastern Asia,Asia
,,,,,,,,,,Nepal,Southern Asia,Asia
,,,,,,,,,,Mexico,Latin America and the Caribbean,Americas
,,,,,,,,,,Zambia,Sub-Saharan Africa,Africa
,,,,,,,,,,Greece,Southern Europe,Europe
,,,,,,,,,,El Salvador,Latin America and the Caribbean,Americas
,,,,,,,,,,Papua New Guinea,Melanesia,Oceania
,,,,,,,,,,Mozambique,Sub-Saharan Africa,Africa
,,,,,,,,,,Zambia,Sub-Saharan Africa,Africa
,,,,,,,,,,Brazil,Latin America and the Caribbean,Americas
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,Türkiye,Western Asia,Asia
,,,,,,,,,,Sri Lanka,Southern Asia,Asia
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,Honduras,Latin America and the Caribbean,Americas
,,,,,,,,,,Türkiye,Western Asia,Asia
,,,,,,,,,,Lesotho,Sub-Saharan Africa,Africa
,,,,,,,,,,Nigeria,Sub-Saharan Africa,Africa
,,,,,,,,,,Egypt,Northern Africa,Africa
,,,,,,,,,,Argentina,Latin America and the Caribbean,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Guatemala,Latin America and the Caribbean,Americas
,,,,,,,,,,Honduras,Latin America and the Caribbean,Americas
,,,,,,,,,,Nicaragua,Latin America and the Caribbean,Americas
,,,,,,,,,,Italy,Southern Europe,Europe
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Ecuador,Latin America and the Caribbean,Americas
,,,,,,,,,,Spain,Southern Europe,Europe
,,,,,,,,,,Ecuador,Latin America and the Caribbean,Americas
,,,,,,,,,,Dominican Republic,Latin America and the Caribbean,Americas
,,,,,,,,,,Haiti,Latin America and the Caribbean,Americas
,,,,,,,,,,Puerto Rico,Latin America and the Caribbean,Americas
,,,,,,,,,,Côte d’Ivoire,Sub-Saharan Africa,Africa
,,,,,,,,,,Somalia,Sub-Saharan Africa,Africa
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,Switzerland,Western Europe,Europe
,,,,,,,,,,Italy,Southern Europe,Europe
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Zimbabwe,Sub-Saharan Africa,Africa
,,,,,,,,,,Niger,Sub-Saharan Africa,Africa
,,,,,,,,,,France,Western Europe,Europe
,,,,,,,,,,Morocco,Northern Africa,Africa
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Japan,Eastern Asia,Asia
,,,,,,,,,,Nepal,Southern Asia,Asia
,,,,,,,,,,Nepal,Southern Asia,Asia
,,,,,,,,,,Thailand,South-eastern Asia,Asia
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Viet Nam,South-eastern Asia,Asia
,,,,,,,,,,Australia,Australia and New Zealand,Oceania
,,,,,,,,,,Egypt,Northern Africa,Africa
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Cabo Verde,Sub-Saharan Africa,Africa
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Yemen,Western Asia,Asia
,,,,,,,,,,Nicaragua,Latin America and the Caribbean,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Egypt,Northern Africa,Africa
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,Ecuador,Latin America and the Caribbean,Americas
,,,,,,,,,,Japan,Eastern Asia,Asia
,,,,,,,,,,France,Western Europe,Europe
,,,,,,,,,,Russian Federation,Eastern Europe,Europe
,,,,,,,,,,Morocco,Northern Africa,Africa
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,Thailand,South-eastern Asia,Asia
,,,,,,,,,,Malaysia,South-eastern Asia,Asia
,,,,,,,,,,Sri Lanka,Southern Asia,Asia
,,,,,,,,,,North Macedonia,Southern Europe,Europe
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,Italy,Southern Europe,Europe
,,,,,,,,,,Ecuador,Latin America and the Caribbean,Americas
,,,,,,,,,,Maldives,Southern Asia,Asia
,,,,,,,,,,Colombia,Latin America and the Caribbean,Americas
,,,,,,,,,,Zimbabwe,Sub-Saharan Africa,Africa
,,,,,,,,,,Niger,Sub-Saharan Africa,Africa
,,,,,,,,,,Mozambique,Sub-Saharan Africa,Africa
,,,,,,,,,,Eswatini,Sub-Saharan Africa,Africa
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Japan,Eastern Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Thailand,South-eastern Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Chile,Latin America and the Caribbean,Americas
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,Guatemala,Latin America and the Caribbean,Americas
,,,,,,,,,,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas
,,,,,,,,,,Peru,Latin America and the Caribbean,Americas
,,,,,,,,,,Mozambique,Sub-Saharan Africa,Africa
,,,,,,,,,,Malawi,Sub-Saharan Africa,Africa
,,,,,,,,,,Zimbabwe,Sub-Saharan Africa,Africa
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas
,,,,,,,,,,Peru,Latin America and the Caribbean,Americas
,,,,,,,,,,Sri Lanka,Southern Asia,Asia
,,,,,,,,,,Côte d’Ivoire,Sub-Saharan Africa,Africa
,,,,,,,,,,Thailand,South-eastern Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,Peru,Latin America and the Caribbean,Americas
,,,,,,,,,,Sri Lanka,Southern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,India,Southern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Brazil,Latin America and the Caribbean,Americas
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,Libya,Northern Africa,Africa
,,,,,,,,,,Sudan,Northern Africa,Africa
,,,,,,,,,,Italy,Southern Europe,Europe
,,,,,,,,,,Libya,Northern Africa,Africa
,,,,,,,,,,Greece,Southern Europe,Europe
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Republic of Korea,Eastern Asia,Asia
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Niger,Sub-Saharan Africa,Africa
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Japan,Eastern Asia,Asia
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,Bangladesh,Southern Asia,Asia
,,,,,,,,,,Kenya,Sub-Saharan Africa,Africa
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Brazil,Latin America and the Caribbean,Americas
,,,,,,,,,,Haiti,Latin America and the Caribbean,Americas
,,,,,,,,,,Burkina Faso,Sub-Saharan Africa,Africa
,,,,,,,,,,Somalia,Sub-Saharan Africa,Africa
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Guatemala,Latin America and the Caribbean,Americas
,,,,,,,,,,Honduras,Latin America and the Caribbean,Americas
,,,,,,,,,,Sri Lanka,Southern Asia,Asia
,,,,,,,,,,Kenya,Sub-Saharan Africa,Africa
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Thailand,South-eastern Asia,Asia
,,,,,,,,,,Malaysia,South-eastern Asia,Asia
,,,,,,,,,,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas
,,,,,,,,,,Jamaica,Latin America and the Caribbean,Americas
,,,,,,,,,,Madagascar,Sub-Saharan Africa,Africa
,,,,,,,,,,Senegal,Sub-Saharan Africa,Africa
,,,,,,,,,,Costa Rica,Latin America and the Caribbean,Americas
,,,,,,,,,,Nicaragua,Latin America and the Caribbean,Americas
,,,,,,,,,,El Salvador,Latin America and the Caribbean,Americas
,,,,,,,,,,Cabo Verde,Sub-Saharan Africa,Africa
,,,,,,,,,,Lebanon,Western Asia,Asia
,,,,,,,,,,State of Palestine,Western Asia,Asia
,,,,,,,,,,Syrian Arab Republic,Western Asia,Asia
,,,,,,,,,,Pakistan,Southern Asia,Asia
,,,,,,,,,,Peru,Latin America and the Caribbean,Americas
,,,,,,,,,,Mozambique,Sub-Saharan Africa,Africa
,,,,,,,,,,Brazil,Latin America and the Caribbean,Americas
,,,,,,,,,,Ukraine,Eastern Europe,Europe
,,,,,,,,,,Australia,Australia and New Zealand,Oceania
,,,,,,,,,,Mozambique,Sub-Saharan Africa,Africa
,,,,,,,,,,Malawi,Sub-Saharan Africa,Africa
,,,,,,,,,,Central African Republic,Sub-Saharan Africa,Africa
,,,,,,,,,,China,Eastern Asia,Asia
,,,,,,,,,,Syrian Arab Republic,Western Asia,Asia
,,,,,,,,,,Zimbabwe,Sub-Saharan Africa,Africa
,,,,,,,,,,Madagascar,Sub-Saharan Africa,Africa
,,,,,,,,,,Philippines,South-eastern Asia,Asia
,,,,,,,,,,Mexico,Latin America and the Caribbean,Americas
,,,,,,,,,,Spain,Southern Europe,Europe
,,,,,,,,,,Peru,Latin America and the Caribbean,Americas
,,,,,,,,,,Malaysia,South-eastern Asia,Asia
,,,,,,,,,,Yemen,Western Asia,Asia
,,,,,,,,,,Albania,Southern Europe,Europe
,,,,,,,,,,North Macedonia,Southern Europe,Europe
,,,,,,,,,,Nigeria,Sub-Saharan Africa,Africa
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Malawi,Sub-Saharan Africa,Africa
,,,,,,,,,,Zimbabwe,Sub-Saharan Africa,Africa
,,,,,,,,,,Oman,Western Asia,Asia
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Albania,Southern Europe,Europe
,,,,,,,,,,Bulgaria,Eastern Europe,Europe
,,,,,,,,,,Greece,Southern Europe,Europe
,,,,,,,,,,Türkiye,Western Asia,Asia
,,,,,,,,,,Taiwan (Province of China),Eastern Asia,Asia
,,,,,,,,,,Mexico,Latin America and the Caribbean,Americas
,,,,,,,,,,Democratic Republic of the Congo,Sub-Saharan Africa,Africa
,,,,,,,,,,Argentina,Latin America and the Caribbean,Americas
,,,,,,,,,,Haiti,Latin America and the Caribbean,Americas
,,,,,,,,,,United States of America,Northern America,Americas
,,,,,,,,,,Italy,Southern Europe,Europe
,,,,,,,,,,United Arab Emirates,Western Asia,Asia
,,,,,,,,,,Mauritania,Sub-Saharan Africa,Africa
,,,,,,,,,,South Africa,Sub-Saharan Africa,Africa
,,,,,,,,,,Bangladesh,Southern Asia,Asia
,,,,,,,,,,Australia,Australia and New Zealand,Oceania
,,,,,,,,,,Afghanistan,Southern Asia,Asia
,,,,,,,,,,Indonesia,South-eastern Asia,Asia
,,,,,,,,,,Madagascar,Sub-Saharan Africa,Africa
,,,,,,,,,,Afghanistan,Southern Asia,Asia
,,,,,,,,,,Afghanistan,Southern Asia,Asia
,,,,,,,,,,Dominican Republic,Latin America and the Caribbean,Americas
,,,,,,,,,,Italy,Southern Europe,Europe
,,,,,,,,,,Ukraine,Eastern Europe,Europe
,,,,,,,,,,Russian Federation,Eastern Europe,Europe
